,Home,Away,Year-Month-Day
7160,Phoenix,Minnesota,2022-11-01
7161,Brooklyn,Chicago,2022-11-01
7162,Okla City,Orlando,2022-11-01
7163,Cleveland,Boston,2022-11-02
7164,Portland,Memphis,2022-11-02
7165,Dallas,Utah,2022-11-02
7166,San Antonio,Toronto,2022-11-02
7167,New York,Atlanta,2022-11-02
7168,Miami,Sacramento,2022-11-02
7169,Chicago,Charlotte,2022-11-02
7170,LA Lakers,New Orleans,2022-11-02
7171,Philadelphia,Washington,2022-11-02
7172,Houston,LA Clippers,2022-11-02
7173,Milwaukee,Detroit,2022-11-02
7174,Orlando,Golden State,2022-11-03
7175,Okla City,Denver,2022-11-03
7176,Dallas,Toronto,2022-11-04
7177,Boston,Chicago,2022-11-04
7178,Minnesota,Milwaukee,2022-11-04
7179,New Orleans,Golden State,2022-11-04
7180,Indiana,Miami,2022-11-04
7181,Philadelphia,New York,2022-11-04
7182,Phoenix,Portland,2022-11-04
7183,Memphis,Charlotte,2022-11-04
7184,Washington,Brooklyn,2022-11-04
7185,LA Lakers,Utah,2022-11-04
7186,San Antonio,LA Clippers,2022-11-04
7187,Detroit,Cleveland,2022-11-04
7188,Atlanta,New Orleans,2022-11-05
7189,New York,Boston,2022-11-05
7190,Phoenix,Portland,2022-11-05
7191,Charlotte,Brooklyn,2022-11-05
7192,Denver,San Antonio,2022-11-05
7193,Orlando,Sacramento,2022-11-05
7194,Milwaukee,Okla City,2022-11-05
7195,Minnesota,Houston,2022-11-05
7196,Toronto,Chicago,2022-11-06
7197,Memphis,Washington,2022-11-06
7198,LA Clippers,Utah,2022-11-06
7199,LA Lakers,Cleveland,2022-11-06
7200,Memphis,Boston,2022-11-07
7201,Chicago,Toronto,2022-11-07
7202,Philadelphia,Phoenix,2022-11-07
7203,Atlanta,Milwaukee,2022-11-07
7204,Miami,Portland,2022-11-07
7205,Dallas,Brooklyn,2022-11-07
7206,Minnesota,New York,2022-11-07
7207,Golden State,Sacramento,2022-11-07
7208,Indiana,New Orleans,2022-11-07
7209,LA Clippers,Cleveland,2022-11-07
7210,San Antonio,Denver,2022-11-07
7211,Charlotte,Washington,2022-11-07
7212,Utah,LA Lakers,2022-11-07
7213,Orlando,Houston,2022-11-07
7214,Detroit,Okla City,2022-11-07
7215,Chicago,New Orleans,2022-11-09
7216,Atlanta,Utah,2022-11-09
7217,Brooklyn,New York,2022-11-09
7218,Indiana,Denver,2022-11-09
7219,Minnesota,Phoenix,2022-11-09
7220,Charlotte,Portland,2022-11-09
7221,Okla City,Milwaukee,2022-11-09
7222,LA Clippers,LA Lakers,2022-11-09
7223,Sacramento,Cleveland,2022-11-09
7224,Orlando,Dallas,2022-11-09
7225,San Antonio,Memphis,2022-11-09
7226,Toronto,Houston,2022-11-09
7227,Boston,Detroit,2022-11-09
7228,Atlanta,Philadelphia,2022-11-10
7229,New Orleans,Portland,2022-11-10
7230,Washington,Dallas,2022-11-10
7231,Miami,Charlotte,2022-11-10
7232,Boston,Denver,2022-11-11
7233,Golden State,Cleveland,2022-11-11
7234,Okla City,Toronto,2022-11-11
7235,Memphis,Minnesota,2022-11-11
7236,LA Lakers,Sacramento,2022-11-11
7237,San Antonio,Milwaukee,2022-11-11
7238,Orlando,Phoenix,2022-11-11
7239,New York,Detroit,2022-11-11
7240,Dallas,Portland,2022-11-12
7241,Philadelphia,Atlanta,2022-11-12
7242,LA Clippers,Brooklyn,2022-11-12
7243,Indiana,Toronto,2022-11-12
7244,Washington,Utah,2022-11-12
7245,Miami,Charlotte,2022-11-12
7246,Detroit,Boston,2022-11-12
7247,New Orleans,Houston,2022-11-12
7248,Philadelphia,Utah,2022-11-13
7249,Chicago,Denver,2022-11-13
7250,Washington,Memphis,2022-11-13
7251,LA Lakers,Brooklyn,2022-11-13
7252,Sacramento,Golden State,2022-11-13
7253,Cleveland,Minnesota,2022-11-13
7254,New York,Okla City,2022-11-13
7255,Miami,Phoenix,2022-11-14
7256,Milwaukee,Atlanta,2022-11-14
7257,Houston,LA Clippers,2022-11-14
7258,Boston,Okla City,2022-11-14
7259,Golden State,San Antonio,2022-11-14
7260,Detroit,Toronto,2022-11-14
7261,Orlando,Charlotte,2022-11-14
7262,New Orleans,Memphis,2022-11-15
7263,Sacramento,Brooklyn,2022-11-15
7264,Dallas,LA Clippers,2022-11-15
7265,Utah,New York,2022-11-15
7266,Portland,San Antonio,2022-11-15
7267,Milwaukee,Cleveland,2022-11-16
7268,Atlanta,Boston,2022-11-16
7269,Toronto,Miami,2022-11-16
7270,New Orleans,Chicago,2022-11-16
7271,Phoenix,Golden State,2022-11-16
7272,Denver,New York,2022-11-16
7273,Orlando,Minnesota,2022-11-16
7274,Charlotte,Indiana,2022-11-16
7275,Washington,Okla City,2022-11-16
7276,Dallas,Houston,2022-11-16
7277,Portland,Brooklyn,2022-11-17
7278,Sacramento,San Antonio,2022-11-17
7279,LA Clippers,Detroit,2022-11-17
7280,New Orleans,Boston,2022-11-18
7281,Philadelphia,Milwaukee,2022-11-18
7282,Dallas,Denver,2022-11-18
7283,Utah,Phoenix,2022-11-18
7284,Golden State,New York,2022-11-18
7285,Washington,Miami,2022-11-18
7286,Memphis,Okla City,2022-11-18
7287,Cleveland,Charlotte,2022-11-18
7288,Chicago,Orlando,2022-11-18
7289,LA Lakers,Detroit,2022-11-18
7290,Houston,Indiana,2022-11-18
7291,Atlanta,Toronto,2022-11-19
7292,Portland,Utah,2022-11-19
7293,Philadelphia,Minnesota,2022-11-19
7294,LA Clippers,San Antonio,2022-11-19
7295,Indiana,Orlando,2022-11-19
7296,Dallas,Denver,2022-11-20
7297,Brooklyn,Memphis,2022-11-20
7298,Cleveland,Miami,2022-11-20
7299,Phoenix,New York,2022-11-20
7300,Houston,Golden State,2022-11-20
7301,LA Lakers,San Antonio,2022-11-20
7302,Washington,Charlotte,2022-11-20
7303,Sacramento,Detroit,2022-11-20
7304,Milwaukee,Portland,2022-11-21
7305,New Orleans,Golden State,2022-11-21
7306,Cleveland,Atlanta,2022-11-21
7307,Chicago,Boston,2022-11-21
7308,Minnesota,Miami,2022-11-21
7309,LA Clippers,Utah,2022-11-21
7310,Okla City,New York,2022-11-21
7311,Indiana,Orlando,2022-11-21
7312,Philadelphia,Brooklyn,2022-11-22
7313,Memphis,Sacramento,2022-11-22
7314,Phoenix,LA Lakers,2022-11-22
7315,Denver,Detroit,2022-11-22
7316,Toronto,Brooklyn,2022-11-23
7317,Boston,Dallas,2022-11-23
7318,Milwaukee,Chicago,2022-11-23
7319,Cleveland,Portland,2022-11-23
7320,Golden State,LA Clippers,2022-11-23
7321,Atlanta,Sacramento,2022-11-23
7322,Okla City,Denver,2022-11-23
7323,Miami,Washington,2022-11-23
7324,Charlotte,Philadelphia,2022-11-23
7325,San Antonio,New Orleans,2022-11-23
7326,Indiana,Minnesota,2022-11-23
7327,Utah,Detroit,2022-11-23
7328,Milwaukee,Cleveland,2022-11-25
7329,Memphis,New Orleans,2022-11-25
7330,LA Clippers,Denver,2022-11-25
7331,Golden State,Utah,2022-11-25
7332,Indiana,Brooklyn,2022-11-25
7333,Boston,Sacramento,2022-11-25
7334,New York,Portland,2022-11-25
7335,Okla City,Chicago,2022-11-25
7336,Orlando,Philadelphia,2022-11-25
7337,Miami,Washington,2022-11-25
7338,Charlotte,Minnesota,2022-11-25
7339,Houston,Atlanta,2022-11-25
7340,San Antonio,LA Lakers,2022-11-25
7341,Phoenix,Detroit,2022-11-25
7342,Toronto,Dallas,2022-11-26
7343,Phoenix,Utah,2022-11-26
7344,San Antonio,LA Lakers,2022-11-26
7345,Houston,Okla City,2022-11-26
7346,Milwaukee,Dallas,2022-11-27
7347,Brooklyn,Portland,2022-11-27
7348,New York,Memphis,2022-11-27
7349,Minnesota,Golden State,2022-11-27
7350,Atlanta,Miami,2022-11-27
7351,Orlando,Philadelphia,2022-11-27
7352,LA Clippers,Indiana,2022-11-27
7353,Boston,Washington,2022-11-27
7354,Detroit,Cleveland,2022-11-27
7355,Toronto,Cleveland,2022-11-28
7356,Sacramento,Phoenix,2022-11-28
7357,Philadelphia,Atlanta,2022-11-28
7358,Utah,Chicago,2022-11-28
7359,LA Lakers,Indiana,2022-11-28
7360,New Orleans,Okla City,2022-11-28
7361,Washington,Minnesota,2022-11-28
7362,Brooklyn,Orlando,2022-11-28
7363,Boston,Charlotte,2022-11-28
7364,Denver,Houston,2022-11-28
7365,Dallas,Golden State,2022-11-29
7366,Portland,LA Clippers,2022-11-29
7367,Detroit,New York,2022-11-29
7368,Cleveland,Philadelphia,2022-11-30
7369,New Orleans,Toronto,2022-11-30
7370,New York,Milwaukee,2022-11-30
7371,Phoenix,Chicago,2022-11-30
7372,Minnesota,Memphis,2022-11-30
7373,Brooklyn,Washington,2022-11-30
7374,Boston,Miami,2022-11-30
7375,LA Lakers,Portland,2022-11-30
7376,Utah,LA Clippers,2022-11-30
7377,Sacramento,Indiana,2022-11-30
7378,Orlando,Atlanta,2022-11-30
7379,Denver,Houston,2022-11-30
7380,Okla City,San Antonio,2022-11-30
7381,Detroit,Dallas,2022-11-31
7382,Detroit,Dallas,2022-12-01
7383,Atlanta,Denver,2022-12-02
7384,Memphis,Philadelphia,2022-12-02
7385,Brooklyn,Toronto,2022-12-02
7386,Golden State,Chicago,2022-12-02
7387,Boston,Miami,2022-12-02
7388,Milwaukee,LA Lakers,2022-12-02
7389,Charlotte,Washington,2022-12-02
7390,San Antonio,New Orleans,2022-12-02
7391,Utah,Indiana,2022-12-02
7392,Phoenix,Houston,2022-12-02
7393,Cleveland,Orlando,2022-12-02
7394,LA Clippers,Sacramento,2022-12-03
7395,New York,Dallas,2022-12-03
7396,Charlotte,Milwaukee,2022-12-03
7397,Utah,Portland,2022-12-03
7398,Minnesota,Okla City,2022-12-03
7399,Golden State,Houston,2022-12-03
7400,Toronto,Orlando,2022-12-03
7401,Brooklyn,Boston,2022-12-04
7402,New Orleans,Denver,2022-12-04
7403,New York,Cleveland,2022-12-04
7404,Sacramento,Chicago,2022-12-04
7405,Detroit,Memphis,2022-12-04
7406,Washington,LA Lakers,2022-12-04
7407,Portland,Indiana,2022-12-04
7408,San Antonio,Phoenix,2022-12-04
7409,Dallas,Phoenix,2022-12-05
7410,Toronto,Boston,2022-12-05
7411,Memphis,Miami,2022-12-05
7412,Houston,Philadelphia,2022-12-05
7413,Golden State,Indiana,2022-12-05
7414,Charlotte,LA Clippers,2022-12-05
7415,Atlanta,Okla City,2022-12-05
7416,Orlando,Milwaukee,2022-12-05
7417,Denver,Dallas,2022-12-06
7418,Cleveland,LA Lakers,2022-12-06
7419,Miami,Detroit,2022-12-06
7420,Phoenix,Boston,2022-12-07
7421,Milwaukee,Sacramento,2022-12-07
7422,Utah,Golden State,2022-12-07
7423,Toronto,LA Lakers,2022-12-07
7424,New York,Atlanta,2022-12-07
7425,Memphis,Okla City,2022-12-07
7426,Chicago,Washington,2022-12-07
7427,Minnesota,Indiana,2022-12-07
7428,Brooklyn,Charlotte,2022-12-07
7429,Orlando,LA Clippers,2022-12-07
7430,New Orleans,Detroit,2022-12-07
7431,Portland,Denver,2022-12-08
7432,Miami,LA Clippers,2022-12-08
7433,San Antonio,Houston,2022-12-08
7434,Dallas,Milwaukee,2022-12-09
7435,New Orleans,Phoenix,2022-12-09
7436,Cleveland,Sacramento,2022-12-09
7437,Brooklyn,Atlanta,2022-12-09
7438,Philadelphia,LA Lakers,2022-12-09
7439,Orlando,Toronto,2022-12-09
7440,Charlotte,New York,2022-12-09
7441,Utah,Minnesota,2022-12-09
7442,Indiana,Washington,2022-12-09
7443,Memphis,Detroit,2022-12-09
7444,Golden State,Boston,2022-12-10
7445,Chicago,Dallas,2022-12-10
7446,Indiana,Brooklyn,2022-12-10
7447,Denver,Utah,2022-12-10
7448,Portland,Minnesota,2022-12-10
7449,Cleveland,Okla City,2022-12-10
7450,Washington,LA Clippers,2022-12-10
7451,Miami,San Antonio,2022-12-10
7452,New Orleans,Phoenix,2022-12-11
7453,New York,Sacramento,2022-12-11
7454,Atlanta,Chicago,2022-12-11
7455,Houston,Milwaukee,2022-12-11
7456,Orlando,Toronto,2022-12-11
7457,Detroit,LA Lakers,2022-12-11
7458,Philadelphia,Charlotte,2022-12-11
7459,Washington,Brooklyn,2022-12-12
7460,Memphis,Atlanta,2022-12-12
7461,LA Clippers,Boston,2022-12-12
7462,Dallas,Okla City,2022-12-12
7463,Portland,Minnesota,2022-12-12
7464,Indiana,Miami,2022-12-12
7465,San Antonio,Cleveland,2022-12-12
7466,Milwaukee,Golden State,2022-12-13
7467,Philadelphia,Sacramento,2022-12-13
7468,Utah,New Orleans,2022-12-13
7469,LA Lakers,Boston,2022-12-13
7470,Houston,Phoenix,2022-12-13
7471,Dallas,Cleveland,2022-12-14
7472,Toronto,Sacramento,2022-12-14
7473,Chicago,New York,2022-12-14
7474,Indiana,Golden State,2022-12-14
7475,LA Clippers,Minnesota,2022-12-14
7476,Denver,Washington,2022-12-14
7477,Okla City,Miami,2022-12-14
7478,Orlando,Atlanta,2022-12-14
7479,San Antonio,Portland,2022-12-14
7480,Charlotte,Detroit,2022-12-14
7481,Memphis,Milwaukee,2022-12-15
7482,LA Clippers,Phoenix,2022-12-15
7483,Utah,New Orleans,2022-12-15
7484,Houston,Miami,2022-12-15
7485,Toronto,Brooklyn,2022-12-16
7486,Philadelphia,Golden State,2022-12-16
7487,Dallas,Portland,2022-12-16
7488,LA Lakers,Denver,2022-12-16
7489,Chicago,New York,2022-12-16
7490,Detroit,Sacramento,2022-12-16
7491,Cleveland,Indiana,2022-12-16
7492,Okla City,Minnesota,2022-12-16
7493,Charlotte,Atlanta,2022-12-16
7494,Boston,Orlando,2022-12-16
7495,Phoenix,New Orleans,2022-12-17
7496,Cleveland,Dallas,2022-12-17
7497,Milwaukee,Utah,2022-12-17
7498,Okla City,Memphis,2022-12-17
7499,Houston,Portland,2022-12-17
7500,LA Clippers,Washington,2022-12-17
7501,San Antonio,Miami,2022-12-17
7502,Toronto,Golden State,2022-12-18
7503,Indiana,New York,2022-12-18
7504,Minnesota,Chicago,2022-12-18
7505,Detroit,Brooklyn,2022-12-18
7506,LA Lakers,Washington,2022-12-18
7507,Boston,Orlando,2022-12-18
7508,Denver,Charlotte,2022-12-18
7509,New Orleans,Milwaukee,2022-12-19
7510,Minnesota,Dallas,2022-12-19
7511,Philadelphia,Toronto,2022-12-19
7512,Cleveland,Utah,2022-12-19
7513,Phoenix,LA Lakers,2022-12-19
7514,Okla City,Portland,2022-12-19
7515,Atlanta,Orlando,2022-12-19
7516,Sacramento,Charlotte,2022-12-19
7517,Houston,San Antonio,2022-12-19
7518,Denver,Memphis,2022-12-20
7519,New York,Golden State,2022-12-20
7520,Miami,Chicago,2022-12-20
7521,Phoenix,Washington,2022-12-20
7522,Detroit,Utah,2022-12-20
7523,Cleveland,Milwaukee,2022-12-21
7524,Brooklyn,Golden State,2022-12-21
7525,Minnesota,Dallas,2022-12-21
7526,New York,Toronto,2022-12-21
7527,Atlanta,Chicago,2022-12-21
7528,Okla City,Portland,2022-12-21
7529,Sacramento,LA Lakers,2022-12-21
7530,Boston,Indiana,2022-12-21
7531,Philadelphia,Detroit,2022-12-21
7532,LA Clippers,Charlotte,2022-12-21
7533,Houston,Orlando,2022-12-21
7534,Utah,Washington,2022-12-22
7535,New Orleans,San Antonio,2022-12-22
7536,Brooklyn,Milwaukee,2022-12-23
7537,Phoenix,Memphis,2022-12-23
7538,Denver,Portland,2022-12-23
7539,Cleveland,Toronto,2022-12-23
7540,Philadelphia,LA Clippers,2022-12-23
7541,Okla City,New Orleans,2022-12-23
7542,New York,Chicago,2022-12-23
7543,Boston,Minnesota,2022-12-23
7544,Houston,Dallas,2022-12-23
7545,Sacramento,Washington,2022-12-23
7546,Miami,Indiana,2022-12-23
7547,Atlanta,Detroit,2022-12-23
7548,LA Lakers,Charlotte,2022-12-23
7549,Orlando,San Antonio,2022-12-23
7550,Boston,Milwaukee,2022-12-25
7551,Golden State,Memphis,2022-12-25
7552,Denver,Phoenix,2022-12-25
7553,New York,Philadelphia,2022-12-25
7554,Dallas,LA Lakers,2022-12-25
7555,Cleveland,Brooklyn,2022-12-26
7556,Miami,Minnesota,2022-12-26
7557,New Orleans,Indiana,2022-12-26
7558,Detroit,LA Clippers,2022-12-26
7559,Portland,Charlotte,2022-12-26
7560,San Antonio,Utah,2022-12-26
7561,Chicago,Houston,2022-12-26
7562,Memphis,Phoenix,2022-12-27
7563,Dallas,New York,2022-12-27
7564,Sacramento,Denver,2022-12-27
7565,Toronto,LA Clippers,2022-12-27
7566,Washington,Philadelphia,2022-12-27
7567,Indiana,Atlanta,2022-12-27
7568,Orlando,LA Lakers,2022-12-27
7569,Boston,Houston,2022-12-27
7570,Golden State,Charlotte,2022-12-27
7571,Okla City,San Antonio,2022-12-27
7572,Atlanta,Brooklyn,2022-12-28
7573,Sacramento,Denver,2022-12-28
7574,Chicago,Milwaukee,2022-12-28
7575,Washington,Phoenix,2022-12-28
7576,Golden State,Utah,2022-12-28
7577,New Orleans,Minnesota,2022-12-28
7578,Miami,LA Lakers,2022-12-28
7579,Detroit,Orlando,2022-12-28
7580,Toronto,Memphis,2022-12-29
7581,Indiana,Cleveland,2022-12-29
7582,Boston,LA Clippers,2022-12-29
7583,San Antonio,New York,2022-12-29
7584,Dallas,Houston,2022-12-29
7585,Charlotte,Okla City,2022-12-29
7586,New Orleans,Philadelphia,2022-12-30
7587,Toronto,Phoenix,2022-12-30
7588,Golden State,Portland,2022-12-30
7589,Milwaukee,Minnesota,2022-12-30
7590,Denver,Miami,2022-12-30
7591,Sacramento,Utah,2022-12-30
7592,Atlanta,LA Lakers,2022-12-30
7593,Orlando,Washington,2022-12-30
7594,Chicago,Detroit,2022-12-30
7595,Memphis,New Orleans,2022-12-31
7596,Chicago,Cleveland,2022-12-31
7597,Okla City,Philadelphia,2022-12-31
7598,Indiana,LA Clippers,2022-12-31
7599,Charlotte,Brooklyn,2022-12-31
7600,Houston,New York,2022-12-31
7601,Utah,Miami,2022-12-31
7602,San Antonio,Dallas,2022-12-31
7603,Minnesota,Detroit,2022-12-31
7604,Denver,Boston,2023-01-01
7605,Memphis,Sacramento,2023-01-01
7606,Milwaukee,Washington,2023-01-01
7607,Philadelphia,New Orleans,2023-01-02
7608,New York,Phoenix,2023-01-02
7609,Cleveland,Chicago,2023-01-02
7610,Minnesota,Denver,2023-01-02
7611,LA Clippers,Miami,2023-01-02
7612,Golden State,Atlanta,2023-01-02
7613,Indiana,Toronto,2023-01-02
7614,Houston,Dallas,2023-01-02
7615,Charlotte,LA Lakers,2023-01-02
7616,Brooklyn,San Antonio,2023-01-02
7617,Portland,Detroit,2023-01-02
7618,Milwaukee,Washington,2023-01-03
7619,Okla City,Boston,2023-01-03
7620,Utah,Sacramento,2023-01-03
7621,Cleveland,Phoenix,2023-01-04
7622,Toronto,Milwaukee,2023-01-04
7623,Chicago,Brooklyn,2023-01-04
7624,Minnesota,Portland,2023-01-04
7625,Philadelphia,Indiana,2023-01-04
7626,LA Lakers,Miami,2023-01-04
7627,Sacramento,Atlanta,2023-01-04
7628,Charlotte,Memphis,2023-01-04
7629,Orlando,Okla City,2023-01-04
7630,Golden State,Detroit,2023-01-04
7631,New Orleans,Houston,2023-01-04
7632,New York,San Antonio,2023-01-04
7633,Dallas,Boston,2023-01-05
7634,Denver,LA Clippers,2023-01-05
7635,Orlando,Memphis,2023-01-05
7636,Houston,Utah,2023-01-05
7637,New Orleans,Brooklyn,2023-01-06
7638,Denver,Cleveland,2023-01-06
7639,Toronto,New York,2023-01-06
7640,Phoenix,Miami,2023-01-06
7641,Philadelphia,Chicago,2023-01-06
7642,Minnesota,LA Clippers,2023-01-06
7643,Indiana,Portland,2023-01-06
7644,Okla City,Washington,2023-01-06
7645,LA Lakers,Atlanta,2023-01-06
7646,Milwaukee,Charlotte,2023-01-06
7647,San Antonio,Detroit,2023-01-06
7648,Dallas,New Orleans,2023-01-07
7649,Chicago,Utah,2023-01-07
7650,Sacramento,LA Lakers,2023-01-07
7651,San Antonio,Boston,2023-01-07
7652,Golden State,Orlando,2023-01-07
7653,Phoenix,Cleveland,2023-01-08
7654,Miami,Brooklyn,2023-01-08
7655,Toronto,Portland,2023-01-08
7656,Okla City,Dallas,2023-01-08
7657,Memphis,Utah,2023-01-08
7658,Detroit,Philadelphia,2023-01-08
7659,LA Clippers,Atlanta,2023-01-08
7660,Houston,Minnesota,2023-01-08
7661,Indiana,Charlotte,2023-01-08
7662,New York,Milwaukee,2023-01-09
7663,Boston,Chicago,2023-01-09
7664,Washington,New Orleans,2023-01-09
7665,Denver,LA Lakers,2023-01-09
7666,Sacramento,Orlando,2023-01-09
7667,Memphis,San Antonio,2023-01-09
7668,Golden State,Phoenix,2023-01-10
7669,Utah,Cleveland,2023-01-10
7670,LA Clippers,Dallas,2023-01-10
7671,Miami,Okla City,2023-01-10
7672,Toronto,Charlotte,2023-01-10
7673,Portland,Orlando,2023-01-10
7674,Philadelphia,Detroit,2023-01-10
7675,Boston,New Orleans,2023-01-11
7676,Denver,Phoenix,2023-01-11
7677,Atlanta,Milwaukee,2023-01-11
7678,Washington,Chicago,2023-01-11
7679,New York,Indiana,2023-01-11
7680,Detroit,Minnesota,2023-01-11
7681,Memphis,San Antonio,2023-01-11
7682,Sacramento,Houston,2023-01-11
7683,Brooklyn,Boston,2023-01-12
7684,Portland,Cleveland,2023-01-12
7685,Miami,Milwaukee,2023-01-12
7686,LA Lakers,Dallas,2023-01-12
7687,Philadelphia,Okla City,2023-01-12
7688,Toronto,Charlotte,2023-01-12
7689,LA Clippers,Denver,2023-01-13
7690,Minnesota,Phoenix,2023-01-13
7691,Washington,New York,2023-01-13
7692,Chicago,Okla City,2023-01-13
7693,Detroit,New Orleans,2023-01-13
7694,Indiana,Atlanta,2023-01-13
7695,San Antonio,Golden State,2023-01-13
7696,Utah,Orlando,2023-01-13
7697,Sacramento,Houston,2023-01-13
7698,Miami,Milwaukee,2023-01-14
7699,Minnesota,Cleveland,2023-01-14
7700,Portland,Dallas,2023-01-14
7701,Utah,Philadelphia,2023-01-14
7702,Indiana,Memphis,2023-01-14
7703,Toronto,Atlanta,2023-01-14
7704,Charlotte,Boston,2023-01-14
7705,LA Lakers,Philadelphia,2023-01-15
7706,Portland,Dallas,2023-01-15
7707,Chicago,Golden State,2023-01-15
7708,Brooklyn,Okla City,2023-01-15
7709,Detroit,New York,2023-01-15
7710,Denver,Orlando,2023-01-15
7711,San Antonio,Sacramento,2023-01-15
7712,LA Clippers,Houston,2023-01-15
7713,Cleveland,New Orleans,2023-01-16
7714,Memphis,Phoenix,2023-01-16
7715,New York,Toronto,2023-01-16
7716,Atlanta,Miami,2023-01-16
7717,Milwaukee,Indiana,2023-01-16
7718,Minnesota,Utah,2023-01-16
7719,Washington,Golden State,2023-01-16
7720,Charlotte,Boston,2023-01-16
7721,LA Lakers,Houston,2023-01-16
7722,LA Clippers,Philadelphia,2023-01-17
7723,Milwaukee,Toronto,2023-01-17
7724,Denver,Portland,2023-01-17
7725,San Antonio,Brooklyn,2023-01-17
7726,Memphis,Cleveland,2023-01-18
7727,New Orleans,Miami,2023-01-18
7728,LA Lakers,Sacramento,2023-01-18
7729,Dallas,Atlanta,2023-01-18
7730,Denver,Minnesota,2023-01-18
7731,New York,Washington,2023-01-18
7732,Utah,LA Clippers,2023-01-18
7733,Okla City,Indiana,2023-01-18
7734,Houston,Charlotte,2023-01-18
7735,Phoenix,Brooklyn,2023-01-19
7736,Portland,Philadelphia,2023-01-19
7737,Boston,Golden State,2023-01-19
7738,Minnesota,Toronto,2023-01-19
7739,Detroit,Chicago,2023-01-19
7740,Dallas,Miami,2023-01-20
7741,Utah,Brooklyn,2023-01-20
7742,Atlanta,New York,2023-01-20
7743,Cleveland,Golden State,2023-01-20
7744,LA Lakers,Memphis,2023-01-20
7745,Sacramento,Okla City,2023-01-20
7746,Orlando,New Orleans,2023-01-20
7747,Denver,Indiana,2023-01-20
7748,San Antonio,LA Clippers,2023-01-20
7749,Cleveland,Milwaukee,2023-01-21
7750,Sacramento,Philadelphia,2023-01-21
7751,Toronto,Boston,2023-01-21
7752,Phoenix,Indiana,2023-01-21
7753,Atlanta,Charlotte,2023-01-21
7754,Washington,Orlando,2023-01-21
7755,Minnesota,Houston,2023-01-21
7756,Phoenix,Memphis,2023-01-22
7757,Golden State,Brooklyn,2023-01-22
7758,Miami,New Orleans,2023-01-22
7759,Toronto,New York,2023-01-22
7760,Denver,Okla City,2023-01-22
7761,Dallas,LA Clippers,2023-01-22
7762,Portland,LA Lakers,2023-01-22
7763,Sacramento,Memphis,2023-01-23
7764,Chicago,Atlanta,2023-01-23
7765,Orlando,Boston,2023-01-23
7766,Detroit,Milwaukee,2023-01-23
7767,Houston,Minnesota,2023-01-23
7768,Portland,San Antonio,2023-01-23
7769,Utah,Charlotte,2023-01-23
7770,New Orleans,Denver,2023-01-24
7771,New York,Cleveland,2023-01-24
7772,Miami,Boston,2023-01-24
7773,Dallas,Washington,2023-01-24
7774,Indiana,Chicago,2023-01-24
7775,LA Lakers,LA Clippers,2023-01-24
7776,Phoenix,Charlotte,2023-01-24
7777,Milwaukee,Denver,2023-01-25
7778,Philadelphia,Brooklyn,2023-01-25
7779,Golden State,Memphis,2023-01-25
7780,Sacramento,Toronto,2023-01-25
7781,New Orleans,Minnesota,2023-01-25
7782,Portland,Utah,2023-01-25
7783,Okla City,Atlanta,2023-01-25
7784,Orlando,Indiana,2023-01-25
7785,Houston,Washington,2023-01-25
7786,LA Lakers,San Antonio,2023-01-25
7787,Boston,New York,2023-01-26
7788,Phoenix,Dallas,2023-01-26
7789,Charlotte,Chicago,2023-01-26
7790,Houston,Cleveland,2023-01-26
7791,Brooklyn,Detroit,2023-01-26
7792,LA Clippers,San Antonio,2023-01-26
7793,Okla City,Cleveland,2023-01-27
